Price,zip,Year Built,Bedrooms,Bathrooms,Approx SQFT,CrimeRate,Hightest_Rated_School
299900,85051,1953,3,1.0,1056.0,4.3,91.9
829900,85020,2023,3,2.5,2186.0,2.1,97.13
400000,85051,2018,3,2.5,1490.0,4.3,91.9
550000,85015,1951,4,2.0,1890.0,5.5,100.04
494000,85040,2022,4,3.0,2215.0,2.8,76.54
697000,85022,1983,3,2.0,1961.0,2.6,99.97
599000,85023,1979,3,2.5,2002.0,3.4,91.9
420000,85033,1982,3,2.0,1560.0,3.0,95.89
565000,85023,1979,3,2.0,1912.0,3.4,91.9
420000,85051,1960,3,2.0,1440.0,4.3,91.9
866000,85020,2006,6,4.0,2889.0,2.1,97.13
340000,85035,1978,5,3.0,2016.0,3.3,95.89
465000,85302,1986,3,3.0,1755.0,0.0,91.9
445000,85006,1921,2,1.0,825.0,1.9,94.44
688000,85022,1980,6,5.0,3841.0,2.6,99.97
479900,85053,1973,3,2.0,1510.0,1.5,91.9
695000,85016,1954,3,2.0,1650.0,3.2,97.13
879900,85028,1984,5,3.0,2862.0,0.6,99.97
345000,85019,1960,3,1.75,1512.0,2.5,100.04
600000,85032,1999,3,2.0,1554.0,3.2,99.97
599800,85022,1973,3,2.0,2342.0,2.6,99.97
915000,85016,2022,4,4.5,2530.0,3.2,97.13
495000,85040,2007,3,2.5,1951.0,2.8,76.54
539000,85041,2005,4,2.5,3181.0,4.5,76.54
465000,85006,1930,2,1.0,1018.0,1.9,94.44
499980,85015,2021,4,2.0,1548.0,5.5,100.04
658999,85345,2020,4,3.0,2624.0,0.0,85.28
455000,85302,1978,3,2.0,1435.0,0.0,91.9
850000,85254,1972,3,2.0,1832.0,1.1,99.97
354900,85033,1958,3,2.0,1516.0,3.0,95.89
549850,85042,2000,3,2.0,1703.0,2.9,76.54
850000,85304,1973,3,2.0,2555.0,0.2,91.9
424900,85053,1962,3,1.75,1134.0,1.5,91.9
659900,85020,1972,3,3.0,2752.0,2.1,97.13
369900,85006,1983,2,1.0,852.0,1.9,94.44
440000,85033,1979,3,2.0,1008.0,3.0,95.89
550000,85017,1976,10,5.0,4290.0,4.1,100.04
589900,85021,1949,3,3.0,1700.0,2.8,91.9
356000,85008,1947,3,1.0,934.0,4.5,81.79
975000,85006,1900,4,3.0,1691.0,1.9,94.44
499000,85032,1972,3,2.0,1905.0,3.2,99.97
440000,85017,1954,3,2.0,1394.0,4.1,100.04
1000000,85007,1936,3,2.75,2275.0,1.6,94.44
300000,85008,1948,2,1.0,949.0,4.5,81.79
849000,85003,1941,4,3.0,2022.0,1.1,94.44
775000,85022,1974,4,3.0,2262.0,2.6,99.97
680000,85016,1961,3,3.0,2070.0,3.2,97.13
349999,85009,1946,4,3.0,1284.0,4.0,65.7
730000,85250,1962,4,2.0,2133.0,2.5,101.35
343000,85009,1941,3,2.0,1494.0,4.0,65.7
446000,85033,1960,5,2.5,1260.0,3.0,95.89
440000,85042,1964,3,2.0,1476.0,2.9,76.54
940000,85042,1948,4,4.0,2738.0,2.9,76.54
335000,85051,1961,3,2.0,1092.0,4.3,91.9
440000,85019,1958,3,1.75,1506.0,2.5,100.04
440000,85031,1956,3,2.0,1365.0,2.4,100.04
530000,85020,1969,3,2.0,1849.0,2.1,97.13
450000,85016,1945,2,1.0,1276.0,3.2,97.13
926500,85021,2022,3,2.5,2136.0,2.8,91.9
926500,85021,2022,3,2.5,2109.0,2.8,91.9
975000,85043,2007,5,3.0,4423.0,3.2,76.86
850000,85012,1956,2,2.0,2642.0,0.6,72.93
395000,85041,1974,3,2.0,1290.0,4.5,76.54
485000,85281,1963,4,2.0,1529.0,0.0,94.49
445000,85040,1955,4,2.5,2004.0,2.8,76.54
875000,85016,2022,4,4.5,2530.0,3.2,97.13
895000,85016,2022,4,4.5,2530.0,3.2,97.13
887000,85016,2022,4,4.5,2530.0,3.2,97.13
940000,85281,1945,4,3.0,864.0,0.0,94.49
600000,85281,1950,5,2.0,1650.0,0.0,94.49
550000,85281,1945,3,2.0,1218.0,0.0,94.49
500000,85281,1948,3,1.0,1152.0,0.0,94.49
450000,85281,1961,3,1.5,1290.0,0.0,94.49
399900,85051,1977,3,1.75,1823.0,4.3,91.9
399900,85302,1971,4,2.0,1555.0,0.0,91.9
525000,85029,2021,3,2.0,1458.0,3.3,91.9
650000,85020,1977,3,3.0,2134.0,2.1,97.13
475000,85019,1948,3,1.0,1140.0,2.5,100.04
948040,85014,2022,5,4.5,3314.0,1.9,97.13
300000,85009,1940,4,2.0,1373.0,4.0,65.7
699500,85014,1975,4,3.5,2491.0,1.9,97.13
400000,85006,1918,3,1.0,1195.0,1.9,94.44
790000,85254,1976,4,2.0,2034.0,1.1,99.97
379900,85301,1959,4,2.0,1271.0,0.0,100.04
441000,85029,1978,4,2.0,1468.0,3.3,91.9
830000,85018,1973,3,2.0,1837.0,2.2,75.8
342000,85035,2007,2,2.5,1284.0,3.3,95.89
350000,85008,1950,3,2.0,1366.0,4.5,81.79
440000,85035,2013,3,3.0,1934.0,3.3,95.89
450000,85051,1970,4,2.0,1916.0,4.3,91.9
543000,85041,2007,4,2.0,2236.0,4.5,76.54
320000,85051,1953,2,1.0,822.0,4.3,91.9
290000,85041,1952,5,2.0,1410.0,4.5,76.54
750000,85016,1950,3,3.0,2254.0,3.2,97.13
370000,85303,1978,2,2.0,1048.0,0.0,95.89
800000,85254,1973,3,1.75,2009.0,1.1,99.97
820000,85016,1971,3,2.0,1775.0,3.2,97.13
385000,85051,1964,3,2.0,1282.0,4.3,91.9
460000,85302,1971,5,3.0,2155.0,0.0,91.9
305000,85042,1964,3,1.0,1039.0,2.9,76.54
545000,85006,1944,4,2.0,2102.0,1.9,94.44
520000,85014,1947,4,2.0,1975.0,1.9,97.13
300000,85033,1960,3,1.5,1391.0,3.0,95.89
477500,85281,1972,3,2.0,1408.0,0.0,94.49
240000,85040,1950,3,2.0,1800.0,2.8,76.54
475000,85303,1999,4,2.0,1930.0,0.0,95.89
479100,85043,2001,3,2.5,2378.0,3.2,76.86
682500,85032,1978,3,2.0,1768.0,3.2,99.97
615000,85032,1972,3,2.0,1973.0,3.2,99.97
417000,85033,1983,3,2.0,1530.0,3.0,95.89
745000,85022,1974,4,2.5,3211.0,2.6,99.97
495000,85016,1953,3,1.0,1395.0,3.2,97.13
285000,85008,1963,3,2.0,1124.0,4.5,81.79
348000,85051,1953,3,1.5,1122.0,4.3,91.9
470000,85339,2017,4,3.0,1853.0,2.0,94.47
360000,85051,1963,3,2.0,1188.0,4.3,91.9
472000,85302,1985,3,2.0,1799.0,0.0,91.9
400000,85302,1983,3,1.75,1234.0,0.0,91.9
380000,85043,2006,3,2.5,1452.0,3.2,76.86
670000,85022,1977,4,2.0,1980.0,2.6,99.97
542000,85029,1996,3,2.0,2272.0,3.3,91.9
367000,85035,1970,4,2.0,1540.0,3.3,95.89
425000,85041,2007,3,2.0,1515.0,4.5,76.54
383000,85029,1968,4,2.0,1469.0,3.3,91.9
875000,85258,1978,3,2.0,1991.0,0.0,101.35
590000,85042,1989,3,2.0,2010.0,2.9,76.54
375000,85301,1975,4,2.0,1960.0,0.0,100.04
875000,85028,1977,4,2.0,2600.0,0.6,99.97
277000,85033,1969,3,1.0,960.0,3.0,95.89
300000,85302,1971,2,1.0,896.0,0.0,91.9
260000,85301,1947,3,1.0,1300.0,0.0,100.04
198000,85301,1915,3,1.0,855.0,0.0,100.04
243500,85009,1960,3,1.0,975.0,4.0,65.7
415000,85015,1956,4,2.0,1296.0,5.5,100.04
344000,85053,1970,3,1.75,1562.0,1.5,91.9
560000,85021,1954,4,1.75,1830.0,2.8,91.9
400000,85043,2003,3,2.0,1442.0,3.2,76.86
365000,85304,1983,3,2.0,1292.0,0.2,91.9
330000,85303,1973,2,1.0,816.0,0.0,95.89
721000,85257,1960,4,3.0,1508.0,2.5,101.35
485000,85345,1986,3,2.0,1742.0,0.0,85.28
550000,85042,2018,3,2.0,1902.0,2.9,76.54
370000,85035,1973,3,2.0,1308.0,3.3,95.89
865000,85018,1958,4,3.0,2031.0,2.2,75.8
457000,85302,1974,4,2.0,2012.0,0.0,91.9
775000,85021,1956,3,2.0,2359.0,2.8,91.9
455000,85015,1958,4,2.0,1843.0,5.5,100.04
405000,85043,2001,4,2.0,1610.0,3.2,76.86
435000,85301,1972,3,2.0,2374.0,0.0,100.04
389000,85043,2002,3,2.0,1258.0,3.2,76.86
432000,85041,2002,3,2.0,1763.0,4.5,76.54
375000,85013,1947,2,1.0,1000.0,2.0,72.93
450000,85041,2015,3,2.0,1618.0,4.5,76.54
430000,85037,1971,4,2.0,1687.0,1.9,85.28
450000,85041,2003,3,2.0,1741.0,4.5,76.54
390000,85019,1958,3,3.0,1588.0,2.5,100.04
485000,85302,1980,3,1.75,1725.0,0.0,91.9
555000,85339,2015,4,2.5,2462.0,2.0,94.47
800000,85041,1950,4,2.0,1653.0,4.5,76.54
520000,85041,2010,4,2.5,2326.0,4.5,76.54
795000,85020,2002,3,2.5,2557.0,2.1,97.13
368199,85006,1950,3,1.75,1364.0,1.9,94.44
554900,85042,2021,4,3.0,1946.0,2.9,76.54
300000,85019,1960,2,1.75,1161.0,2.5,100.04
899000,85251,1959,3,2.0,1550.0,0.0,101.35
585000,85303,2002,5,3.0,2629.0,0.0,95.89
335000,85041,1955,3,1.0,863.0,4.5,76.54
651000,85014,1955,3,2.0,1677.0,1.9,97.13
565000,85053,1978,4,2.0,2073.0,1.5,91.9
360000,85009,1946,3,2.0,1250.0,4.0,65.7
675000,85008,2021,4,3.5,2774.0,4.5,81.79
518000,85339,2002,3,2.0,2072.0,2.0,94.47
751111,85022,1994,5,3.5,4272.0,2.6,99.97
541600,85303,1995,4,2.0,2150.0,0.0,95.89
290000,85034,1926,2,1.0,832.0,1.9,68.34
470000,85029,1954,6,3.0,2079.0,3.3,91.9
310000,85017,1950,2,1.0,977.0,4.1,100.04
400000,85032,1970,3,1.75,1900.0,3.2,99.97
257000,85003,1916,2,1.0,850.0,1.1,94.44
436000,85304,1983,3,2.0,1169.0,0.2,91.9
364000,85033,1978,2,1.5,1031.0,3.0,95.89
386000,85037,1971,3,2.0,1422.0,1.9,85.28
740000,85250,1961,3,3.0,2054.0,2.5,101.35
460000,85023,2003,4,2.0,1619.0,3.4,91.9
460000,85303,2003,4,2.0,2045.0,0.0,95.89
485000,85051,1967,3,2.0,1759.0,4.3,91.9
320000,85009,1945,3,1.0,1113.0,4.0,65.7
550000,85032,1962,3,2.0,1374.0,3.2,99.97
426900,85302,1975,3,2.0,1440.0,0.0,91.9
408000,85019,1968,3,2.0,1723.0,2.5,100.04
400000,85022,1981,2,1.0,1196.0,2.6,99.97
407000,85033,1958,3,2.0,1525.0,3.0,95.89
399900,85029,1960,3,2.0,1350.0,3.3,91.9
506000,85041,2004,4,2.5,2149.0,4.5,76.54
383000,85043,1981,3,2.0,1564.0,3.2,76.86
735000,85042,2001,3,2.0,2144.0,2.9,76.54
890000,85022,1975,4,2.5,2523.0,2.6,99.97
576000,85032,1996,3,2.0,1713.0,3.2,99.97
831000,85023,1994,5,2.5,3018.0,3.4,91.9
332900,85051,1962,3,2.0,1066.0,4.3,91.9
420000,85006,1950,2,1.0,1116.0,1.9,94.44
489000,85029,1969,4,2.0,2093.0,3.3,91.9
389000,85339,2007,3,2.0,1214.0,2.0,94.47
730000,85023,1995,3,3.0,2384.0,3.4,91.9
605000,85304,1992,5,2.5,3024.0,0.2,91.9
950000,85258,1979,3,2.5,2581.0,0.0,101.35
240000,85009,1950,3,2.0,1138.0,4.0,65.7
371000,85302,1971,3,2.0,1119.0,0.0,91.9
340000,85301,1959,3,1.5,1157.0,0.0,100.04
720000,85009,1954,3,2.0,1722.0,4.0,65.7
805000,85022,1988,3,2.75,2500.0,2.6,99.97
600000,85257,1961,3,2.0,1148.0,2.5,101.35
625000,85042,2018,4,3.0,2257.0,2.9,76.54
394000,85006,1946,2,2.0,1221.0,1.9,94.44
789000,85028,1972,4,2.0,2066.0,0.6,99.97
437300,85339,2005,4,2.0,1527.0,2.0,94.47
364200,85035,2008,3,2.5,1399.0,3.3,95.89
377000,85033,1974,3,2.0,1680.0,3.0,95.89
520000,85041,2017,4,3.0,2801.0,4.5,76.54
801000,85251,1958,4,2.0,2049.0,0.0,101.35
385000,85051,1968,3,1.75,1585.0,4.3,91.9
353000,85051,1968,3,1.75,1420.0,4.3,91.9
470000,85303,1972,4,3.0,2183.0,0.0,95.89
420000,85051,1969,3,2.0,1500.0,4.3,91.9
400000,85302,1973,4,2.0,1689.0,0.0,91.9
452000,85029,1971,5,2.0,1632.0,3.3,91.9
350000,85033,1961,5,2.0,1882.0,3.0,95.89
410000,85006,1936,2,1.0,768.0,1.9,94.44
750000,85032,1978,4,2.0,2049.0,3.2,99.97
935000,85012,1954,3,2.0,2572.0,0.6,72.93
320000,85009,1930,3,1.0,829.0,4.0,65.7
549000,85281,1959,3,2.0,1851.0,0.0,94.49
850000,85020,1954,3,1.75,1575.0,2.1,97.13
305000,85017,1964,3,2.0,1572.0,4.1,100.04
770000,85014,1958,3,2.0,1998.0,1.9,97.13
590000,85014,1954,3,2.0,1486.0,1.9,97.13
362000,85008,1956,5,1.75,1715.0,4.5,81.79
900000,85028,1970,4,2.0,2496.0,0.6,99.97
745000,85032,1987,3,2.0,2206.0,3.2,99.97
540000,85014,1950,3,2.0,1524.0,1.9,97.13
680000,85257,1959,3,2.5,1888.0,2.5,101.35
720000,85018,1953,4,2.0,1643.0,2.2,75.8
396000,85017,1958,3,3.75,2159.0,4.1,100.04
1200000,85254,1974,3,2.5,2574.0,1.1,99.97
625000,85023,1995,4,2.0,2401.0,3.4,91.9
460000,85008,1954,3,2.0,1446.0,4.5,81.79
320000,85033,1983,2,1.0,923.0,3.0,95.89
410000,85304,1972,3,2.0,1696.0,0.2,91.9
425000,85022,1970,4,1.75,1641.0,2.6,99.97
420000,85041,2005,3,2.0,1600.0,4.5,76.54
840000,85012,1945,3,2.5,2313.0,0.6,72.93
470000,85022,1979,3,2.0,1329.0,2.6,99.97
406000,85020,1961,3,2.0,1248.0,2.1,97.13
760000,85250,1962,4,2.0,1808.0,2.5,101.35
410000,85304,1973,3,2.0,1698.0,0.2,91.9
758500,85021,1958,3,2.0,1611.0,2.8,91.9
862500,85016,1962,3,2.0,1686.0,3.2,97.13
396900,85023,1960,3,2.0,1819.0,3.4,91.9
449000,85008,1954,3,2.0,1119.0,4.5,81.79
410000,85051,1970,4,2.0,2090.0,4.3,91.9
450000,85015,1950,3,2.0,1520.0,5.5,100.04
676000,85028,1969,3,2.0,1660.0,0.6,99.97
440000,85023,1977,3,2.0,1440.0,3.4,91.9
580000,85257,1959,3,2.0,1712.0,2.5,101.35
1105000,85021,1987,4,3.0,3457.0,2.8,91.9
363000,85041,1951,3,2.0,1259.0,4.5,76.54
755000,85014,1952,3,2.0,1625.0,1.9,97.13
345000,85017,1963,3,2.0,1392.0,4.1,100.04
425500,85015,1955,3,2.0,1477.0,5.5,100.04
556875,85008,1979,2,2.0,1544.0,4.5,81.79
448000,85023,1960,3,2.0,2371.0,3.4,91.9
450000,85014,1949,3,1.0,1129.0,1.9,97.13
350000,85017,1953,4,1.0,1521.0,4.1,100.04
395000,85040,1961,3,2.0,1681.0,2.8,76.54
580000,85016,1950,3,2.0,1600.0,3.2,97.13
510000,85304,1980,4,2.0,1992.0,0.2,91.9
305000,85019,1959,3,1.75,1298.0,2.5,100.04
425000,85301,1964,4,2.5,2654.0,0.0,100.04
401000,85017,1952,4,2.5,1580.0,4.1,100.04
875000,85254,1978,4,2.0,2244.0,1.1,99.97
602000,85022,1993,4,2.0,1972.0,2.6,99.97
515000,85302,2005,4,2.5,2961.0,0.0,91.9
304000,85009,1965,4,2.0,1500.0,4.0,65.7
470000,85013,1951,3,2.0,1261.0,2.0,72.93
285000,85041,1949,4,2.0,1288.0,4.5,76.54
330000,85303,1978,3,2.0,1513.0,0.0,95.89
752000,85257,1957,3,2.0,1498.0,2.5,101.35
300000,85035,1978,2,1.0,1427.0,3.3,95.89
770000,85257,1959,3,2.0,1550.0,2.5,101.35
470000,85032,2000,3,2.0,1449.0,3.2,99.97
430000,85008,1953,3,2.0,1312.0,4.5,81.79
610000,85015,1958,6,2.0,2352.0,5.5,100.04
412500,85042,1972,4,2.0,1632.0,2.9,76.54
458000,85051,1972,3,2.0,1724.0,4.3,91.9
453650,85339,2005,5,3.0,2634.0,2.0,94.47
655000,85032,1974,3,2.0,1878.0,3.2,99.97
530000,85014,1949,4,2.0,1726.0,1.9,97.13
555000,85032,1965,3,2.0,1300.0,3.2,99.97
400000,85013,1948,2,1.0,850.0,2.0,72.93
465000,85029,1962,4,2.0,1915.0,3.3,91.9
699000,85007,1925,4,3.0,2030.0,1.6,94.44
410000,85041,2022,3,2.0,1100.0,4.5,76.54
441000,85029,1965,4,2.0,1669.0,3.3,91.9
591000,85015,1951,3,2.0,2107.0,5.5,100.04
520000,85042,2016,3,2.0,1734.0,2.9,76.54
440000,85302,1972,4,2.0,1880.0,0.0,91.9
430000,85053,1966,4,2.0,2127.0,1.5,91.9
375000,85035,1977,3,1.0,1120.0,3.3,95.89
405000,85035,1970,3,2.0,1628.0,3.3,95.89
320000,85009,1954,3,1.0,950.0,4.0,65.7
578500,85008,1955,3,2.0,1713.0,4.5,81.79
302000,85017,1954,3,2.0,1118.0,4.1,100.04
436000,85041,2003,3,2.5,2040.0,4.5,76.54
320000,85019,1966,3,2.0,1828.0,2.5,100.04
599000,85257,1959,3,2.0,1380.0,2.5,101.35
788000,85016,1958,3,3.0,1937.0,3.2,97.13
545000,85014,1951,3,2.0,1317.0,1.9,97.13
580000,85018,1950,2,1.0,1292.0,2.2,75.8
455000,85339,2005,3,2.0,1661.0,2.0,94.47
452000,85051,1971,3,2.0,1759.0,4.3,91.9
470000,85014,1950,2,1.75,1084.0,1.9,97.13
675000,85023,1995,4,2.0,1816.0,3.4,91.9
593000,85032,1978,3,2.0,1648.0,3.2,99.97
490000,85021,1964,3,2.0,1620.0,2.8,91.9
416000,85302,1974,4,2.0,1630.0,0.0,91.9
451000,85041,2004,4,2.5,2169.0,4.5,76.54
490960,85015,1952,3,2.0,1871.0,5.5,100.04
650000,85029,1981,3,3.0,2456.0,3.3,91.9
300000,85035,1981,3,1.0,1095.0,3.3,95.89
401000,85029,1971,3,2.0,1436.0,3.3,91.9
392500,85023,1970,3,2.0,1455.0,3.4,91.9
415000,85303,1998,3,2.0,1476.0,0.0,95.89
825000,85020,2022,4,3.0,2525.0,2.1,97.13
681000,85257,1959,4,2.0,2026.0,2.5,101.35
680000,85008,1954,4,3.0,2065.0,4.5,81.79
660000,85008,1951,3,1.0,1588.0,4.5,81.79
775000,85004,1915,2,2.0,1358.0,1.2,94.44
405000,85031,1955,5,3.0,2357.0,2.4,100.04
1120000,85014,1953,4,2.5,2367.0,1.9,97.13
360000,85051,1960,3,2.0,1148.0,4.3,91.9
1100000,85251,1958,4,2.0,1910.0,0.0,101.35
540000,85053,1979,4,2.0,2283.0,1.5,91.9
370000,85029,1970,3,2.0,1808.0,3.3,91.9
445000,85040,2001,4,2.0,1892.0,2.8,76.54
680000,85028,1978,4,2.0,2058.0,0.6,99.97
1000000,85023,1972,4,2.5,2328.0,3.4,91.9
232000,85020,1964,2,1.0,880.0,2.1,97.13
435000,85301,1959,4,2.5,1833.0,0.0,100.04
356000,85033,1989,3,2.0,1246.0,3.0,95.89
655000,85016,2016,3,2.5,1724.0,3.2,97.13
489900,85020,1966,4,2.0,1706.0,2.1,97.13
355000,85029,1964,4,2.0,1601.0,3.3,91.9
355000,85033,1988,2,1.0,840.0,3.0,95.89
300000,85017,1954,3,1.0,1373.0,4.1,100.04
720000,85250,1962,4,2.0,1905.0,2.5,101.35
360000,85021,1950,3,2.0,1007.0,2.8,91.9
406000,85035,2013,4,3.0,1638.0,3.3,95.89
430000,85033,1973,4,2.0,1508.0,3.0,95.89
460150,85022,1994,3,2.5,1852.0,2.6,99.97
508000,85041,2008,3,2.0,1734.0,4.5,76.54
976000,85257,1960,4,2.0,1702.0,2.5,101.35
280000,85041,1959,2,1.0,1242.0,4.5,76.54
475000,85041,2003,3,2.0,1804.0,4.5,76.54
685000,85032,1999,4,3.0,2117.0,3.2,99.97
828000,85251,1960,3,2.0,1566.0,0.0,101.35
281000,85301,1935,2,1.0,861.0,0.0,100.04
800000,85018,1950,2,1.0,888.0,2.2,75.8
505000,85032,1972,3,2.0,1909.0,3.2,99.97
447000,85023,2012,3,2.5,1655.0,3.4,91.9
640000,85281,1955,5,2.0,1852.0,0.0,94.49
355000,85019,1951,3,2.0,1350.0,2.5,100.04
333000,85035,1969,3,2.0,1260.0,3.3,95.89
480000,85302,1979,4,2.0,1957.0,0.0,91.9
830000,85042,2002,4,3.0,3504.0,2.9,76.54
445000,85009,2022,4,3.0,1950.0,4.0,65.7
615000,85006,1947,3,2.0,1660.0,1.9,94.44
345000,85301,1978,4,2.0,1698.0,0.0,100.04
650000,85281,2021,2,2.5,2099.0,0.0,94.49
375000,85029,1971,3,2.0,1806.0,3.3,91.9
500000,85304,1973,4,2.0,1953.0,0.2,91.9
725000,85013,1948,3,2.0,1788.0,2.0,72.93
445000,85020,1958,3,2.0,1492.0,2.1,97.13
455000,85302,1971,4,3.0,3203.0,0.0,91.9
288000,85019,1961,4,2.0,1185.0,2.5,100.04
526000,85053,1973,3,3.0,2125.0,1.5,91.9
419000,85301,1970,4,3.5,2403.0,0.0,100.04
330000,85033,1961,3,1.0,1247.0,3.0,95.89
580000,85041,2007,3,2.0,2164.0,4.5,76.54
635000,85021,1969,4,2.0,2063.0,2.8,91.9
500000,85008,1958,4,2.0,1650.0,4.5,81.79
1000000,85028,1975,3,2.0,2176.0,0.6,99.97
787500,85042,2008,3,2.5,2858.0,2.9,76.54
360000,85022,1980,2,1.0,910.0,2.6,99.97
310000,85033,1960,3,2.5,1020.0,3.0,95.89
615000,85040,2017,7,4.0,2570.0,2.8,76.54
800000,85028,1964,3,2.0,2161.0,0.6,99.97
795000,85029,1980,4,2.0,2581.0,3.3,91.9
700000,85022,1979,3,2.5,2738.0,2.6,99.97
360000,85023,1981,3,1.75,1162.0,3.4,91.9
315000,85022,1960,2,2.0,1378.0,2.6,99.97
355000,85033,1976,3,2.0,1168.0,3.0,95.89
430000,85040,1997,3,2.0,1710.0,2.8,76.54
322500,85031,1957,3,2.0,1109.0,2.4,100.04
515000,85023,1979,4,2.0,1957.0,3.4,91.9
330000,85033,1980,2,2.0,1152.0,3.0,95.89
373000,85043,2000,3,2.0,1182.0,3.2,76.86
236000,85041,1958,2,1.0,744.0,4.5,76.54
460000,85031,1957,4,2.0,2011.0,2.4,100.04
351000,85033,1979,3,2.0,1270.0,3.0,95.89
900000,85007,1930,4,3.0,2246.0,1.6,94.44
565000,85304,1983,4,3.0,2723.0,0.2,91.9
494000,85029,1962,4,2.5,2016.0,3.3,91.9
475000,85301,1972,4,2.0,1997.0,0.0,100.04
435000,85051,1976,4,2.0,2056.0,4.3,91.9
865000,85018,1959,4,2.75,2062.0,2.2,75.8
660000,85257,1959,3,1.75,1918.0,2.5,101.35
370000,85035,1973,3,2.0,1850.0,3.3,95.89
470000,85304,1989,4,3.0,2297.0,0.2,91.9
460000,85301,1999,3,2.0,1681.0,0.0,100.04
450000,85018,1953,3,2.0,3765.0,2.2,75.8
350000,85033,1961,3,2.0,1305.0,3.0,95.89
665000,85016,1947,4,3.0,1676.0,3.2,97.13
500000,85032,1970,3,2.0,1672.0,3.2,99.97
315000,85017,1955,3,2.0,1767.0,4.1,100.04
879400,85021,1956,4,1.75,2197.0,2.8,91.9
450000,85302,1977,3,2.0,1647.0,0.0,91.9
715000,85020,1957,3,2.0,2065.0,2.1,97.13
450000,85032,1979,3,2.0,1100.0,3.2,99.97
397000,85031,1956,4,2.0,1800.0,2.4,100.04
520000,85023,1987,3,2.0,1553.0,3.4,91.9
380000,85037,1995,4,2.0,1462.0,1.9,85.28
390000,85035,1973,4,2.0,1616.0,3.3,95.89
340000,85301,1940,3,2.0,1200.0,0.0,100.04
575000,85015,1950,4,3.0,2089.0,5.5,100.04
453000,85301,2004,4,2.0,2102.0,0.0,100.04
810000,85257,1962,3,2.0,1996.0,2.5,101.35
185000,85003,1950,2,1.0,900.0,1.1,94.44
395000,85041,2006,3,2.0,1310.0,4.5,76.54
620000,85018,1950,3,3.0,1590.0,2.2,75.8
518000,85041,2004,4,2.0,2155.0,4.5,76.54
420000,85029,1975,4,2.0,2052.0,3.3,91.9
450000,85008,1945,2,1.0,1102.0,4.5,81.79
370000,85042,1974,2,1.0,900.0,2.9,76.54
800000,85042,2019,4,3.5,2782.0,2.9,76.54
725000,85251,1959,3,2.0,1815.0,0.0,101.35
795000,85028,1973,4,2.75,2535.0,0.6,99.97
720000,85029,1971,4,2.5,2318.0,3.3,91.9
870500,85014,1950,3,3.0,2324.0,1.9,97.13
415000,85301,1960,4,2.5,1900.0,0.0,100.04
509500,85304,1984,4,1.75,2111.0,0.2,91.9
379000,85051,1964,4,2.0,2043.0,4.3,91.9
360000,85053,1971,2,2.0,1024.0,1.5,91.9
895000,85018,1954,3,2.0,1984.0,2.2,75.8
575000,85042,2001,3,2.0,2270.0,2.9,76.54
625000,85032,1979,3,2.0,1527.0,3.2,99.97
410000,85306,1985,3,2.0,1340.0,0.3,91.9
855000,85007,1939,3,2.0,1788.0,1.6,94.44
339000,85304,1983,2,2.0,1216.0,0.2,91.9
855000,85251,1955,3,2.0,1129.0,0.0,101.35
370000,85041,1951,3,2.0,1104.0,4.5,76.54
320000,85301,1971,3,2.0,1318.0,0.0,100.04
435000,85032,1971,3,2.0,1320.0,3.2,99.97
496000,85015,1953,4,2.0,1516.0,5.5,100.04
385000,85035,2007,4,4.0,1768.0,3.3,95.89
300000,85017,1953,3,2.0,1512.0,4.1,100.04
450000,85304,1977,4,2.0,1722.0,0.2,91.9
719623,85014,1930,4,2.0,1600.0,1.9,97.13
420000,85304,1978,3,2.0,1152.0,0.2,91.9
460000,85029,1971,4,2.0,1786.0,3.3,91.9
415000,85023,1984,2,2.0,1251.0,3.4,91.9
360000,85040,1956,4,2.0,1360.0,2.8,76.54
375000,85015,1957,3,1.75,1260.0,5.5,100.04
370000,85035,1974,4,2.0,1404.0,3.3,95.89
365000,85019,1960,3,2.0,1494.0,2.5,100.04
385000,85033,1964,4,2.0,1441.0,3.0,95.89
359000,85009,1980,4,2.0,1480.0,4.0,65.7
460000,85029,1967,4,3.0,1899.0,3.3,91.9
315000,85009,1954,2,1.0,1138.0,4.0,65.7
430000,85053,1971,3,2.0,1908.0,1.5,91.9
830000,85016,1959,3,2.0,1583.0,3.2,97.13
600000,85014,1952,3,2.0,1478.0,1.9,97.13
487000,85032,1984,3,2.0,1206.0,3.2,99.97
515000,85042,1999,3,2.0,1766.0,2.9,76.54
535000,85281,1959,4,1.75,1610.0,0.0,94.49
575000,85053,1979,3,2.0,1980.0,1.5,91.9
385000,85051,1971,3,2.0,2256.0,4.3,91.9
540000,85028,1971,3,2.0,1497.0,0.6,99.97
360000,85042,1999,2,2.5,1320.0,2.9,76.54
598000,85014,1950,3,2.0,1550.0,1.9,97.13
370000,85008,1948,3,1.0,1041.0,4.5,81.79
380000,85035,1962,3,2.0,1490.0,3.3,95.89
425000,85302,1985,3,2.0,1473.0,0.0,91.9
925000,85007,1937,3,1.75,2315.0,1.6,94.44
400000,85035,1973,4,2.5,1858.0,3.3,95.89
428000,85041,2004,3,2.0,1552.0,4.5,76.54
410000,85020,1972,3,2.0,1380.0,2.1,97.13
360000,85021,1959,3,1.75,1362.0,2.8,91.9
475000,85032,1972,4,2.0,1737.0,3.2,99.97
