ID,Price,Address,zip,status,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT
538,589000,15237 N 20TH PL,85022,UCB (Under Contract-Backups),LOOKOUT MOUNTAIN VIEWS 1,1978,3,2,1474
539,650000,901 E ROSE LN,85014,Active,BETHANY ESTATES,1954,3,3,1714
540,450000,2335 N 28TH ST,85008,Active,EAST THOMAS ROAD TRACT 3,1947,3,2,1326
541,612000,4614 E MONTE VISTA RD,85008,UCB (Under Contract-Backups),LINDON PARK,1954,4,2.5,2045
542,325000,3502 W Willow AVE,85029,Active,Cheyenne Village,1983,3,2,1377
543,520000,2324 W MONTE CRISTO AVE,85023,UCB (Under Contract-Backups),PONDEROSA HOMES NORTH UNIT 3,1975,4,1.75,1845
544,495000,1915 E INDIANOLA AVE,85016,Active,PATTERSON PLACE,1945,2,1,1247
545,699000,13021 N 41 PL,85032,UCB (Under Contract-Backups),PARADISE VALLEY OASIS,1976,3,2,1589
546,400000,3536 W MARLETTE AVE,85019,Active,"WEST PLAZA 8 LOT 971-1004, 1051-1185",1959,3,2,2122
547,405000,5814 W ALICE AVE,85302,UCB (Under Contract-Backups),RANDOLPH RANCH,1998,3,2,1373
548,465000,3207 W Holly ST,85009,Active,Northwest Homesites,1940,4,2,2126
549,799000,1731 E VERDE LN,85016,Active,GARDENDALE ADD.,1945,3,2,1750
550,359000,14840 N 31ST DR,85053,Active,COUNTRY GABLES,1961,3,2,959
551,660000,1757 W SUNLAND AVE,85041,UCB (Under Contract-Backups),VISTA GRANDE,1970,12,6,3604
552,335000,4901 W Evans DR,85306,UCB (Under Contract-Backups),The Cove at Thunderbird,1984,2,2,1195
553,415000,2019 W LUKE AVE,85015,Active,BETHANY VILLA 3,1953,3,2,1650
554,615000,13824 N 52ND AVE,85306,Active,DEERVIEW UNIT 25,1978,3,2,1852
555,549000,3344 N 6TH AVE,85013,Active,PARK CENTRAL UNIT 1,1955,3,2,1406
556,365000,4337 N 70TH AVE,85033,Active,HEATHER HEIGHTS,1973,4,2,1300
557,369900,3649 W TOWNLEY AVE,85051,UCB (Under Contract-Backups),WISHING WELL VILLAGE 2,1961,4,1.75,1729
558,589000,1009 E MANZANITA DR,85020,Active,EL DOMINGO RANCHOS PLAT OF CORR.,1958,3,2,1619
559,480000,6311 W DESERT HILLS DR,85304,Active,WEST BLUFF,1981,3,2,1715
560,714900,8001 N 6TH ST,85020,Active,NORTHRIDGE ESTATES,1962,4,2.5,1944
561,540000,7708 S 36TH WAY,85042,UCB (Under Contract-Backups),ESTATES AT SOUTH MOUNTAIN,2016,3,2.5,2141
562,535000,3126 W BECK LN,85053,UCB (Under Contract-Backups),ESTRELLA NORTHWEST 1,1979,3,2,2274
563,460000,2154 W MULBERRY DR,85015,Active,WESTWOOD ESTATES 1,1948,3,2,1635
564,329900,5513 W LA REATA AVE,85035,Active,SKYVIEW NORTH UNIT 2,1972,3,2,1308
565,429900,1749 E Saint Charles AVE,85042,Active,CITRUS HILLS UNIT 1,1986,3,2,1454
566,355000,2005 N 23RD PL,85006,Active,WEST VEL RU,1950,3,1,1125
567,389900,809 N 8TH AVE,85007,UCB (Under Contract-Backups),KENSINGTON PLACE,1916,3,2,1340
568,513000,10014 N 9TH AVE,85021,UCB (Under Contract-Backups),IRONWOOD PLACE,2018,3,2,1450
569,310000,4547 W MITCHELL DR,85031,UCB (Under Contract-Backups),SIESTA VILLAGE 3,1955,3,2,1331
570,385000,4202 N 72ND LN,85033,Active,MARYVALE TERRACE NO. 43,1972,4,3,1600
571,550000,3114 W LYNNE LN,85041,UCB (Under Contract-Backups),SOUTHERN VIEWS,2005,4,3.5,3770
572,300000,4548 N 48TH DR,85031,Active,MARYVALE TERRACE 2B LOTS 787-951,1955,3,2,1440
573,388000,2808 W LAWRENCE RD,85017,UCB (Under Contract-Backups),OCOTILLO PARK,1962,3,1.5,1540
574,459000,6801 W NICOLET AVE,85303,Active,SUMMERFIELD PLACE 4,2004,4,2,1847
575,875000,7805 N 78TH ST,85258,UCB (Under Contract-Backups),MERIDIAN ON MCCORMICK RANCH,1993,3,2,2062
576,660000,4028 E AVALON DR,85018,UCB (Under Contract-Backups),RANCHO VENTURA TR 11,1952,3,2,1374
577,430000,2322 E TAYLOR ST SE,85006,Active,AURORA PLACE,2022,3,2,1500
578,265000,1607 N 61ST DR,85035,UCB (Under Contract-Backups),MARYVALE TERRACE NO. 45,1973,3,1.75,1552
579,185000,2146 W MONROE ST,85009,UCB (Under Contract-Backups),CAPITOL ADDITION BLOCKS 43 & 44 35-38 29 & 30,1912,2,1,949
580,630000,2101 N NORMAL AVE,85281,UCB (Under Contract-Backups),PAPAGO MANOR SUBDIVISION,1962,3,2,1513
581,409900,4047 N 79TH AVE,85033,Active,Maryvale Terrace,1962,5,2,2237
582,770000,1459 N El Camino DR,85281,Active,Marlborough Park Estates,1980,4,3,2444
583,424900,3932 W GLENN DR,85051,Active,MELROSE SHADOWS,1960,4,2,1589
584,578000,902 E FAIRMOUNT AVE,85014,Active,CAMPBELL ADDITION,1943,2,2,1200
585,469900,3417 E EVERETT DR,85032,Active,PARADISE VALLEY OASIS NO. 10,1979,3,2,1643
586,709000,8509 S 22ND DR,85041,Active,SILVA MOUNTAIN UNIT 3 PARCEL 9,2021,4,3,2878
587,675000,4106 W VINEYARD RD,85041,Active,ARLINGTON ESTATES PHASE 2,2002,4,3,3159
588,499000,14435 N 20TH ST,85022,UCB (Under Contract-Backups),CAVE CREEK UNIT 2,1986,3,2,1593
589,515000,4821 W MALDONADO RD,85339,Active,ROGERS RANCH UNIT 1,2006,3,2,2225
590,489000,2027 E MONTE VISTA RD,85006,Active,JACKSON VILLA LOTS 1-27,1950,4,3,1732
591,824000,426 E Carol Ann WAY,85022,Active,Sandahl Homes Unit 1,1979,4,3,2432
592,650000,1018 S 4TH AVE,85003,Active,"MONTGOMERY ADD AMD BLKS 75, 83, 84, 91, 99-102",1986,7,4,3629
593,455000,3718 W PUGET AVE,85051,Active,WISHING WELL VILLAGE 2 LOTS 137-172,2002,3,2,1791
594,505000,3634 E SOPHIE LN,85042,Active,ESTATES AT SOUTH MOUNTAIN,2016,3,3,1851
595,829000,14820 N SKOKIE CT,85022,Active,MOON VALLEY 2,1973,3,2,2511
596,374000,11648 N 21ST DR,85029,Active,VALLEY VISTA,1961,3,2,1500
597,445000,8318 N 61st DR,85302,UCB (Under Contract-Backups),Executive Palms,1996,3,2,1775
598,775000,7023 N VIA NUEVA --,85258,UCB (Under Contract-Backups),PASEO VILLAGE AMD,1975,3,2,1941
599,799000,2502 E WHITTON AVE,85016,Active,KELTON MANORS,1950,3,3,2056
600,805000,4320 E PINCHOT AVE,85018,UCB (Under Contract-Backups),RANCHO VENTURA TR 16,1953,3,2,1436
601,999000,7055 E WILLETTA ST,85257,Active,PAPAGO PARKWAY,1958,4,2,2029
602,521000,3839 S 26TH ST,85040,Active,SOUTHSIDE HOMESITES,2020,4,2,2031
603,447000,1847 E ENCINAS LN,85040,UCB (Under Contract-Backups),"BELMONT PARK BLKS 1, 3 & 5",1950,4,3,2559
604,549000,8050 N 11TH PL,85020,UCB (Under Contract-Backups),HACIENDA DEL CABALLERO,1954,4,2,1900
605,405000,4023 W LOMA LN,85051,Active,NORTHERN GROVES,1975,4,2,1927
606,437000,4819 W PALM LN,85035,Active,WEDGEWOOD PARK UNIT 7,1971,4,2,2247
607,561000,606 N 14TH ST,85006,Active,YAGGY TRACT,1930,3,2,1054
608,440000,10003 N 66TH DR,85302,Active,CHAPARRAL RANCH PATIO HOMES 3,1986,3,2,1273
609,490000,530 W 17TH ST,85281,Active,CAMPUS HOMES,1954,3,1,1520
610,995000,2930 E Turney AVE,85016,Active,Citrus Heights,1976,3,2,1433
611,399900,7003 W PALO VERDE AVE,85345,Active,PARKVIEW WEST UNIT 7,1985,3,1.75,1288
612,289900,1030 N 28TH ST,85008,Active,ELBURN,1952,2,1,748
613,995000,133 W SURREY AVE,85029,UCB (Under Contract-Backups),HERITAGE HIGHLANDS 2,1980,4,2,2584
614,814444,101 W BECK LN,85023,Active,PUERTA VIEJA 1,1976,5,2,2509
615,500000,2439 E ASTER DR,85032,Active,CLEARVIEW 5,1971,3,2,1698
616,729900,1743 E VOGEL AVE,85020,Active,OCOTILLO HILLS 8,1977,4,3,2300
617,799995,1501 W Willetta ST,85007,Active,FQ STORY ADDITION PLAT E,1946,3,3,1748
618,390000,1921 W ORANGEWOOD AVE,85021,Active,NEW CASTLE HOMES 3,1959,3,2,1429
619,550000,942 W PARKWAY BLVD,85281,Active,PARKWAY MANOR 2,1963,4,1.5,1684
620,525000,836 W WHITTON AVE,85013,Active,NORTH PARK CENTRAL UNIT 1,1951,3,1.5,1580
621,477000,5821 S 27TH LN,85041,Active,BARCELONA,2016,5,3,2315
622,739900,747 E ACOMA DR,85022,Active,MOON VALLEY VISTA 2 LOT 1-5,1988,4,2,2274
623,750000,15834 N 6TH PL,85022,Active,SANDAHL HOMES,1981,4,2,2640
624,358500,2348 N 56TH AVE,85035,UCB (Under Contract-Backups),HOMESTEAD TERRACE 6,1969,3,2,1260
625,430000,7990 W SOLANO DR N,85303,UCB (Under Contract-Backups),BETHANY POINT,1999,2,2,1287
626,525000,8419 N 58TH DR,85302,Active,THUNDERBIRD ESTATES LOTS 53-170,1973,4,2,2023
627,660000,1502 E WILLETTA ST,85006,Active,KENWOOD TRACTS A & B,1944,4,3,1501
628,450000,5923 W GARDEN DR,85304,UCB (Under Contract-Backups),OAKHOLLOW LOTS 1-209 & TR A,1988,3,2,1719
629,604000,9112 S 15TH WAY,85042,Active,MONTANA VISTA ESTATES,2014,3,2,2214
630,521000,7106 S 19TH DR,85041,Active,VENETO,2014,3,3,2235
631,505000,3628 W BROWN ST,85051,Active,CAVALIER FREEWAY NORTH UNIT 2,1970,4,2,2003
632,429000,4402 W GELDING DR,85306,Active,GOLDEN SUNBURST ESTATES,1986,3,2,1435
633,391000,2104 W LEWIS AVE,85009,Active,HI-WAY PARK,1948,3,1,1230
634,708000,120 E NORTHERN AVE,85020,Active,MELROSE GROVES UNIT 1 LOTS 1-27,1956,3,2,1728
635,485000,1210 W MISSOURI AVE,85013,Active,HANDELL VILLA,1950,3,2,1302
636,480000,4221 W SURREY AVE,85029,Active,WESTCLIFF PARK UNIT 1,1979,4,2,1648
637,528000,1531 W CAMPBELL AVE,85015,Active,"BONNIE LEA LOTS 21-58, 101-130",1948,3,2,1362
638,364000,2231 W LUPINE AVE,85029,Active,VALLEY VISTA,1960,3,2,1092
639,356000,4932 W CYPRESS ST,85035,Active,WEDGEWOOD PARK UNIT 2,1964,4,2,1276
640,423000,6602 W DESERT COVE AVE,85304,Active,BRAEWOOD VERDES UNIT 2,1983,2,2,1162
641,470000,10015 N 65TH AVE,85302,Active,CHAPARRAL RANCH 2,1986,4,2,1963
642,485000,6322 W BECKER LN,85304,Active,MONTARA,1984,3,2.5,1629
643,487000,2116 W AVALON DR,85015,Active,WESTWOOD VILLAGE,1952,4,2,2035
644,534999,2243 E NISBET RD,85022,Active,GREENWAY ESTATES NO. 2,1963,4,2,2240
645,429900,7238 W MONTEROSA ST,85033,UCB (Under Contract-Backups),MARYVALE TERRACE NO. 43,1972,4,1.75,1856
646,675000,4355 E BLANCHE DR,85032,UCB (Under Contract-Backups),ROYAL ESTATES EAST UNIT 4,1987,4,2,2248
647,425000,10248 N 37TH AVE,85051,UCB (Under Contract-Backups),CONTINENTAL MEADOWS NORTH,1969,3,2,1552
648,675000,1236 E ALICE AVE,85020,Active,NORTHERN-AIRE ESTATES 1,1967,4,3,2340
649,649900,3702 E LAUREL LN,85028,Active,STAR OF PARADISE 2,1963,3,2,1680
650,515000,5206 W ST KATERI DR,85339,Active,LAVEEN CROSSING UNIT 1,2005,5,2.5,3207
651,685000,11826 N 38TH PL,85028,Active,CAVALIER ESTATES UNIT 7,1971,3,2,1889
652,365000,4806 S 36TH DR,85041,UCB (Under Contract-Backups),ARRINGTON PL TR A,1963,3,2,1290
653,514900,2026 E MONTEREY WAY,85016,Active,OSBORN PARKWAY 2,1956,3,2,1486
654,699000,7597 W ROVEY AVE,85303,Active,TESSERA,2013,5,3,3804
655,510000,2925 E Dahlia DR,85032,Active,PARADISE VALLEY WEST 3,1971,3,1.75,1575
656,464999,1147 E MORELAND ST,85006,Active,AETNA PLACE,1930,4,1,1190
657,415000,930 E ILLINI ST,85040,Active,DEL SOL,1960,5,3,1942
658,486000,1137 E MILADA DR,85042,Active,DOBBINS CREEK,2004,3,2,1465
659,400000,14444 N 37TH PL,85032,UCB (Under Contract-Backups),PARADISE VALLEY OASIS NO. 7,1974,3,2,1144
660,427000,375 W COCOPAH ST,85003,Active,SAGUARO TRACT,1940,5,2,1995
661,519900,3232 E EMILE ZOLA AVE,85032,Active,PARADISE VALLEY OASIS 2 LOTS 192-359,1962,3,2,1375
662,388900,3311 E YALE ST,85008,Active,"LAWNDALE BLKS 1, 3",1949,2,1,858
663,460000,4813 W LYDIA LN,85339,Active,ROGERS RANCH PARCEL 15,2017,3,3,1702
664,589000,2723 W ORANGEWOOD AVE,85051,Active,ORANGELAND LOTS 5-10 & 15-16,1954,4,2,1811
665,420000,7208 N 37TH DR,85051,Active,SUNGOLD 2,1961,3,2,1818
666,530000,3207 N 25TH ST,85016,UCB (Under Contract-Backups),Mitch's Place,1955,2,1,1054
667,510000,2312 S 66TH LN,85043,Active,ARIZONA MEADOWS 2 AT TERRALEA,2005,5,3.5,2834
668,475000,8602 N 41ST AVE,85051,Active,MANZANITA MANOR,1976,3,3,2096
669,524900,4225 W ECHO LN,85051,Active,STURDUST SKIES UNIT 7,1967,4,3,2400
670,545000,7740 N 41ST AVE,85051,Active,NORTHERN PALMS UNIT 2,1970,4,2,2470
671,595000,12637 N COLUMBINE DR,85029,UCB (Under Contract-Backups),SWEETWATER 1,1971,4,3,2306
672,515000,7244 N 23RD AVE,85021,Active,NEWCASTLE HOMES 2,1957,3,2,1550
673,399000,4359 E NANCY LN,85042,UCB (Under Contract-Backups),WOODBRIAR UNIT 3,1972,4,2,1375
674,380000,9503 N 70TH DR,85345,UCB (Under Contract-Backups),PARKVIEW WEST UNIT 7,1986,3,2,1288
675,599000,6803 N 15TH PL,85014,Active,SQUAW PEAK HTS 4,1952,3,1,1768
676,315000,1822 E DIAMOND ST,85006,Active,"GRANDVIEW BLKS 9, 10, 11",1956,3,1,1335
677,415000,6801 N 31st AVE,85017,UCB (Under Contract-Backups),DEANMAR MANOR,1970,3,2,1779
678,310000,6923 W Monte Vista RD,85035,UCB (Under Contract-Backups),SKYVIEW NORTH UNIT FIVE,1978,3,2,1588
679,399000,15031 N 37TH AVE,85053,Active,DEERVIEW UNIT 12,1972,3,2,1824
680,464900,1111 N 28TH PL,85008,Active,28TH PLACE,2019,4,2,1553
681,499000,2356 W TIERRA BUENA LN,85023,Active,PONDEROSA HOMES NORTH UNIT 2,1973,4,1.75,1457
682,750000,9802 N 30th ST,85028,Active,PARADISE VALLEY OASIS,1968,3,2,1780
683,730000,435 E BARBARA DR,85281,Active,MARLBOROUGH PARK ESTATES,1981,3,2.5,2107
684,429944,807 E ALTA VISTA RD S,85042,Active,ESTRELLA RANCHO,1927,3,1,1100
685,489900,6223 W CLARENDON AVE,85033,Active,MARYVALE TERRACE 4 AMD,1958,5,3,2141
686,325000,1748 E MONTE VISTA RD,85006,UCB (Under Contract-Backups),RONALDS PARK,1935,3,1.75,1260
687,615000,7142 N 12th ST,85020,Active,NORTHWOOD MANOR 2,1954,3,1.75,1531
688,250000,41 E RAYMOND ST,85040,UCB (Under Contract-Backups),PATTON PLACE,1949,3,2,1192
689,355000,5616 N 62ND DR,85301,Active,MARYVALE TERRACE 20-A LTS 7490-7494,1959,4,2,1573
690,499000,1213 E MILADA DR,85042,UCB (Under Contract-Backups),DOBBINS CREEK,2004,3,2,2170
691,490000,4321 W RUTH AVE,85302,UCB (Under Contract-Backups),MANZANITA MANOR 2,1980,3,2,1806
692,405000,3326 W Yucca ST,85029,UCB (Under Contract-Backups),Knoell North Unit 4,1970,3,1.75,1590
693,434900,7150 W MONTECITO AVE,85033,Active,MARYVALE TERRACE 35 EAST,1970,4,2,1864
694,419000,1922 N 25TH ST,85008,UCB (Under Contract-Backups),Creighton Manors,1953,3,1,1236
695,349900,3020 W SOLANO DR,85017,Active,MARYVALE PARK,1952,3,1.5,1180
696,596000,1315 W ORANGE DR,85013,UCB (Under Contract-Backups),CHRIS GILGIANS CAMELBACK VILLAGE UNIT 1,1956,3,2,1513
697,450000,3547 W ENCANTO BLVD,85009,Active,ENCANTO NORTH,1959,4,2,1610
698,350000,7416 W GLENROSA AVE,85033,UCB (Under Contract-Backups),MARYVALE TERRACE NO. 35 WEST,1969,3,2,1240
699,630000,13411 N 41 ST,85032,Active,PARADISE VALLEY OASIS NO,1977,3,1.75,1667
700,480000,6614 W GOLDEN LN,85302,Active,FAIRVIEW CROSSING,1999,3,2,1596
701,599900,4839 E GRANADA RD,85008,Active,ORANGEDALE MANOR,1955,3,2,1765
702,750000,3027 N 83RD PL,85251,UCB (Under Contract-Backups),SCOTTSDALE SQUARE,1996,3,2,1899
703,480000,2202 N 37TH ST,85008,Active,DALE MANORS,1958,3,2,1355
704,389000,12410 N COLUMBINE DR,85029,Active,SWEETWATER 1,1970,3,1.75,1734
705,466000,9049 N 2ND DR,85021,Active,NORTH CENTRAL HEIGHTS A BLKS 1-6,1947,4,2,1652
706,469990,6944 W EARLL DR,85033,Active,MARYVALE TERRACE NO. 49,2016,4,2.75,1985
707,999000,8102 E MULBERRY ST,85251,UCB (Under Contract-Backups),TRAIL WEST 2 AMD,1961,3,2,1786
708,499000,3522 N 3rd ST,85012,Active,LOT 24 BLOCK 3 BELLA VISTA PLACE MCR 000638,1940,3,2,2413
709,399900,4420 W KEIM DR,85301,Active,WEST PLAZA 15,1963,3,2,1412
710,420000,4126 W IRWIN AVE,85041,Active,ARLINGTON ESTATES PHASE 2,2004,3,2.5,2103
711,650000,1014 E ORANGE DR,85014,Active,SMITH PLACE BLOCKS 1 2 4 5,1954,3,2,1126
712,759900,1505 E ESTRID AVE,85022,UCB (Under Contract-Backups),POINTE MOUNTAINSIDE GOLF COMMUNITY UNIT ONE,1994,4,3,2514
713,559000,1105 E MARYLAND AVE,85014,Active,MARLETTE MANOR,1956,3,2,1778
714,429900,13060 N 56TH AVE,85304,UCB (Under Contract-Backups),THUNDERBIRD PALMS 4 AMD LOT 884-1015 1019-1048,1984,3,1.75,1427
715,625000,2039 E GREENWAY RD,85022,Active,LOOKOUT MOUNTAIN VIEWS 1,1978,3,2,1537
716,685000,7730 N 7TH AVE,85021,Active,NORTH VISTA,1958,3,2.5,2225
717,320000,6029 W CLAREMONT ST,85301,UCB (Under Contract-Backups),RANCHO VIEJO,1953,4,2,1214
718,410000,5831 W PIERSON ST,85031,Active,MARYVALE TERRACE 16 AMD LOTS 3150-3276,1958,5,2,2479
719,514900,724 W PARKWAY BLVD,85281,UCB (Under Contract-Backups),MARILYN ANN UNIT 1,1961,4,2.5,1372
720,389000,5706 W Roma AVE,85031,Active,Marivalley Terrace 13,1956,4,3,1537
721,379900,7226 W WOLF ST,85033,Active,MARYVALE TERRACE NO. 34,1969,3,2,1540
722,369000,2336 N 48TH LN,85035,UCB (Under Contract-Backups),WEDGEWOOD PARK,1963,4,2,1628
723,390000,7023 S 38TH DR,85041,UCB (Under Contract-Backups),Cameron Creek,2004,3,2,1429
724,395000,5802 W FLOWER ST,85031,UCB (Under Contract-Backups),MARYVALE TERRACE 22 LOTS 8426-8591,1960,5,2.5,1848
725,400000,7167 W MARLETTE AVE,85303,UCB (Under Contract-Backups),CAMINO ESTATES,2003,3,2,1492
726,499500,2821 E TAMARISK AVE,85040,Active,NOT APPLICABLE,1963,4,3,1728
727,525000,7408 S 27TH PL,85042,UCB (Under Contract-Backups),MOUNTAIN GROVE COMMUNITY,2011,3,2.5,2074
728,679900,2935 E BERYL AVE,85028,UCB (Under Contract-Backups),RAMSES 1,1974,3,2,1704
729,775000,501 W EDGEMONT AVE,85003,UCB (Under Contract-Backups),LOU MAR VISTA,1951,3,2,1892
730,525000,1527 E GARY WAY,85042,UCB (Under Contract-Backups),HIGHLINE VISTA ESTATES,2003,4,2,1998
731,645000,7023 N 11TH WAY,85020,UCB (Under Contract-Backups),PALM TERRACE 3,1953,4,3,1910
732,579000,1719 E Madison ST,85034,Active,Collins Addition Phoenix Blocks,2022,4,2,2050
733,524900,4623 E HOLLY ST,85008,UCB (Under Contract-Backups),BAR C RANCH,1955,3,2,1436
734,465000,739 E CONSTANCE WAY,85042,UCB (Under Contract-Backups),VILLAGES AT VERONA,2016,3,2.5,1538
735,399900,213 E CAMPO BELLO DR,85022,UCB (Under Contract-Backups),CENTRAL PLACE NORTH,1983,2,2,1256
736,573900,3555 E CROCUS DR,85032,Active,PARADISE VALLEY OASIS NO. 10,1978,4,2,1792
737,465000,5010 W MERCER LN,85304,UCB (Under Contract-Backups),GREENBRIER UNIT 3,1974,3,3,1938
738,565000,6228 S 30th LN,85041,Active,Laveen Village,2014,3,3.5,3465
739,365000,5727 N 32ND DR,85017,UCB (Under Contract-Backups),"MARYVALE PARK 3 LOTS 661-831, TR C",1954,3,2,1121
740,359900,5627 W ENCANTO BLVD,85035,Active,HOMESTEAD TERRACE UNIT 7,1970,3,2,1260
741,590000,6513 E HOLLY ST,85257,Active,HY-VIEW 4,1964,3,2,1552
742,349900,12629 N 30TH AVE,85029,UCB (Under Contract-Backups),WESTOWN 3,1959,3,2,1376
743,979999,8364 W MISSOURI AVE,85305,Active,MISSOURI RANCH,2003,5,3,4058
744,359900,7104 W BECKER LN,85345,UCB (Under Contract-Backups),OAKRIDGE TRAILS AMENDED,1982,2,1,918
745,360000,7814 W ALVARADO RD,85035,UCB (Under Contract-Backups),VINSANTO,2013,4,2.5,1598
746,899000,5639 E EDGEMONT AVE,85257,UCB (Under Contract-Backups),FAIRWAY PARK,1952,3,2,1713
747,675000,4342 N 24TH ST,85016,Active,CAVALIER VILLA 1,1952,3,2,1517
748,675000,4336 N 24TH ST,85016,Active,CAVALIER VILLA 1,1953,3,2,1550
749,700000,4332 N 24TH ST,85016,Active,CAVALIER VILLA 1,1952,3,1,1152
750,700000,2346 E MONTECITO AVE,85016,Active,CAVALIER VILLA 1,1952,3,1,1550
751,301900,831 S 9TH PL,85034,Active,STARR PLACE SOUTHERN VILLAGE,1951,3,2,985
752,449900,7275 W CACTUS WREN DR,85303,UCB (Under Contract-Backups),WESTGLEN VILLAS,2012,4,2.5,2047
753,769000,8475 E HAZELWOOD ST,85251,UCB (Under Contract-Backups),SCOTTSDALE HIGHLAND ESTATES LOT 1-33 TR A,1988,4,3,2448
754,590000,1809 N 38TH PL,85008,UCB (Under Contract-Backups),PAPAGO VISTA,1954,3,2,1427
755,315000,4439 S 8TH PL,85040,UCB (Under Contract-Backups),BROADWAY PARK,1946,4,2,1430
756,487500,939 W MERCER LN,85029,Active,SADDLE ROCK HILLS,1962,4,1.75,1412
757,569000,5545 W CORTEZ ST,85304,UCB (Under Contract-Backups),WINNWOOD ESTATES UNIT 1,1978,3,3,2015
758,330000,2901 N 38TH AVE,85019,UCB (Under Contract-Backups),DEL MONTE VILLAGE 3,1959,4,2,1325
759,459700,6757 N 75TH DR,85303,UCB (Under Contract-Backups),CASA LINDA,1999,3,2.5,1457
760,487000,11631 N 58TH DR,85304,Active,WARRANTEED WEST,1974,5,2,1836
761,325000,6717 N 55TH DR,85301,UCB (Under Contract-Backups),"PARK ADDN BLKS 26-28, 7-15",1950,2,1,1101
762,599900,11900 N 32ND ST 13,85028,Active,ENCLAVE AT 32ND STREET,2018,3,2.5,1850
763,417000,2026 N 17TH PL,85006,Active,ROSELAWN HEIGHTS LOTS 9-12,1935,2,2,960
764,400000,4320 W Darrow ST,85339,UCB (Under Contract-Backups),SOUTH POINT,2002,3,2,1522
765,365000,3520 W MARYLAND AVE,85019,UCB (Under Contract-Backups),WEST PLAZA 9,1959,3,2,1416
766,465000,3002 W Latham ST,85009,Active,NORTH WILLOW SQUARE,1954,5,3,3197
767,682000,3019 E FRIESS DR,85032,Active,CIMARRON HILLS 3,1996,3,2.5,2296
768,429000,6246 W ENCINAS LN,85043,UCB (Under Contract-Backups),Rio Del Rey,2001,3,2.5,1828
769,309500,1146 N 31st AVE,85009,Active,"el retiro, blk 3,4",1948,1,2,840
770,675000,933 W PORTLAND ST,85007,UCB (Under Contract-Backups),STORY ADDITION PLAT A,1925,4,2,1661
771,439000,4601 N 15TH AVE,85015,Active,PARK VIEW HOMES PLAT 2 LOTS 88-273,1952,4,2,1605
772,285000,1620 W COCOPAH ST,85007,UCB (Under Contract-Backups),CLINT THOMAS HOMES,1952,3,1,878
773,470000,2322 N 10TH ST,85006,Active,SYNDICATE PLACE Coronado Historic District,1945,2,1,532
774,799900,1236 E MCLELLAN BLVD,85014,Active,MCLELLAN MANORS,1953,3,2,2082
775,385000,5615 W NORTHVIEW AVE,85301,Active,"CATLIN COURT BLK 13-15, 18-20",1948,3,2,1386
776,499900,1315 S POLLY ANN DR,85281,Active,STARLITE MANOR,1976,3,2,1360
777,740000,930 E BETHANY HOME RD,85014,UCB (Under Contract-Backups),BETHANY ESTATES,1949,4,3,2199
778,336900,6109 W FLOWER ST,85033,UCB (Under Contract-Backups),"MARYVALE TERRACE 24 9306-9390, TR A",1960,4,2,1900
779,415000,2315 E AIRE LIBRE AVE,85022,UCB (Under Contract-Backups),DAVE BROWN BELL ROAD,1997,3,2,1534
780,460000,2032 W RANCHO DR,85015,UCB (Under Contract-Backups),BETHANY VILLA 5,1958,4,2,1482
781,499000,10623 N 37TH AVE,85029,Active,HY-VIEW NO. 11,1969,3,2,1695
782,350000,2161 E BETTY ELYSE LN,85022,Active,NORTHTOWN UNIT 3-B,1976,2,1.75,1240
783,400000,3216 W MESCAL ST,85029,UCB (Under Contract-Backups),KNOELL NORTH UNIT 2,1968,3,2,1430
784,489900,5124 W CHAMBERS ST,85339,CCBS (Contract Contingent on Buyer Sale),RIVER WALK VILLAGES,2004,3,2,1866
785,699000,3801 E POINSETTIA DR,85028,UCB (Under Contract-Backups),CAVALIER ESTATES UNIT 7,1971,3,2,2130
786,350000,7612 W WHITTON AVE,85033,Active,MARYVALE TERRACE 28 LOTS 11349-11374 & TR B,1961,4,1.75,1138
787,481000,8449 N 49TH AVE,85302,Active,NORTHERN PALMS UNIT 3,1976,4,2,2004
788,790000,810 S 3RD AVE,85003,Active,"MONTGOMERY ADD AMD BLKS 75, 83, 84, 91, 99-102",2021,4,3,2538
789,479900,2429 W LAUREL LN,85029,Active,VALLEY VISTA UNIT 4B,1970,4,2,2329
790,265000,5816 S 7TH ST,85040,Active,SOUTHERN GARDENS,1951,2,1,826
791,550000,1025 E PORTLAND ST,85006,Active,BRILLS ADDITION AMD,2006,3,2,1460
792,435000,3613 W SAINT CHARLES AVE,85041,Active,CROSSINGS AT AMBER RIDGE,2005,3,2.5,1939
793,775000,1202 W ROVEY AVE,85013,UCB (Under Contract-Backups),DEL MONTE ESTATES,1955,3,3,1974
794,440000,6332 N 13TH PL,85014,UCB (Under Contract-Backups),RIBAR TERRACE__LOT 1-14,1952,3,2,1040
795,479900,1829 E SAINT CATHERINE AVE,85042,UCB (Under Contract-Backups),CITRUS HILLS UNIT 2,1989,4,3,1874
796,499000,13824 N 11TH PL,85022,Active,Moon Valley,1970,3,2,1813
797,850000,710 E HAYWARD AVE,85020,UCB (Under Contract-Backups),ROYAL CREST VILLA,1954,4,2.5,2163
798,389000,2111 E Paradise LN,85022,UCB (Under Contract-Backups),PARADISE COURTS__LOT 1-30__TR A,1990,2,2,1078
